model_name,audio_path,audio_filename,duration_sec,duration_bucket,reference_original,reference_normalized,hypothesis_raw,hypothesis_normalized,is_correct,wer,cer,rtf,inference_time_sec,gpu_memory_peak_mb
whisper-medium_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00010.wav,test_00010.wav,16.159,long,и мне кажется абсолютно все замечали что детские крики раздражают там и ты на них обращаешь внимание намного сильнее чем какие то низкие частоты здесь кажется то что ну наверное из этого следует что высокие частоты мы слышим там и распознаём лучше чем например низкие,и мне кажется абсолютно все замечали что детские крики раздражают там и ты на них обращаешь внимание намного сильнее чем какие то низкие частоты здесь кажется то что ну наверное из этого следует что высокие частоты мы слышим там и распознаём лучше чем например низкие,"И мне кажется, абсолютно все замечали, что детские крики раздражают, и ты на них обращаешь внимание намного сильнее, чем какие-то низкие частоты. Здесь кажется, что, наверное, из этого следует, что высокие частоты мы слышим и распознаем лучше, чем, например, низкие.",и мне кажется абсолютно все замечали что детские крики раздражают и ты на них обращаешь внимание намного сильнее чем какие то низкие частоты здесь кажется что наверное из этого следует что высокие частоты мы слышим и распознаем лучше чем например низкие,False,0.1111,0.0562,0.0363,0.5871,0.0
whisper-medium_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00011.wav,test_00011.wav,21.948,long,практически не знаю насколько булшитно это прозвучит скорее бизнесово ориентированный пайплайн который сырые технические данные превращает в информацию для принятия решений каких то там оперативных здесь и сейчас возможно или там в будушем да технический бизнесовый инструмент который позволяет тебе управлять своей системой и позволяет тебе понимать а что же происходит внутри неё,практически не знаю насколько булшитно это прозвучит скорее бизнесово ориентированный пайплайн который сырые технические данные превращает в информацию для принятия решений каких то там оперативных здесь и сейчас возможно или там в будушем да технический бизнесовый инструмент который позволяет тебе управлять своей системой и позволяет тебе понимать а что же происходит внутри неё,"Практически, не знаю, насколько это булшитно прозвучит, скорее бизнесовый ориентированный пайплайн, который сырые технические данные превращает в информацию для принятия решений каких-то там оперативных здесь, сейчас, возможно, или там в будущем. Да, технический бизнесовый инструмент, который позволяет тебе управлять своей системой и позволяет тебе понимать, а что же происходит внутри нее.",практически не знаю насколько это булшитно прозвучит скорее бизнесовый ориентированный пайплайн который сырые технические данные превращает в информацию для принятия решений каких то там оперативных здесь сейчас возможно или там в будущем да технический бизнесовый инструмент который позволяет тебе управлять своей системой и позволяет тебе понимать а что же происходит внутри нее,False,0.1132,0.0367,0.0358,0.7847,0.0
whisper-medium_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00012.wav,test_00012.wav,17.244,long,человек недавно ставший тимлидом и который сказал знаешь заходит в чатик и говорит ребята меня вчера сделали тимлидом с чего мне начать и ему там дают ссылку что в первые девяносто дней ты должен и дальше там по порядку one on one performance review там пятое десятое очень легко натащить этого всего,человек недавно ставший тимлидом и который сказал знаешь заходит в чатик и говорит ребята меня вчера сделали тимлидом с чего мне начать и ему там дают ссылку что в первые девяносто дней ты должен и дальше там по порядку one on one performance review там пятое десятое очень легко натащить этого всего,"Человек, недавно ставший темлидом и который сказал, знаешь, заходит в чате, говорит, ребята, меня вчера сделали темлидом, с чего мне начать? И ему там дают ссылку, что в первые 90 дней ты должен. И дальше там по порядку. One on one, 360, performance review, там пятые десятые. Очень легко натащить этого всего.",человек недавно ставший темлидом и который сказал знаешь заходит в чате говорит ребята меня вчера сделали темлидом с чего мне начать и ему там дают ссылку что в первые 90 дней ты должен и дальше там по порядку one on one 360 performance review там пятые десятые очень легко натащить этого всего,False,0.1538,0.07,0.0389,0.6713,0.0
whisper-medium_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00013.wav,test_00013.wav,27.496,long,то есть мы в каждый момент времени знаем про звук ещё какое то такое распределение частот и связано это с тем что наше ухо на самом деле примерно так же и воспринимает звук то есть мы не просто амплитуду понимаем что вот где то там громче где то тише а наше ухо ещё понимает что вот этот звук выше этот ниже этот голос более высокий этот голос низкий,то есть мы в каждый момент времени знаем про звук ещё какое то такое распределение частот и связано это с тем что наше ухо на самом деле примерно так же и воспринимает звук то есть мы не просто амплитуду понимаем что вот где то там громче где то тише а наше ухо ещё понимает что вот этот звук выше этот ниже этот голос более высокий этот голос низкий,"То есть мы в каждый момент времени знаем про звук ещё и какое-то такое распределение частот. И связано это с тем, что наше ухо на самом деле примерно также и воспринимает звук. То есть мы не просто амплитуду понимаем, что вот где-то там громче, где-то тише, а наше ухо ещё понимает, что вот этот звук выше, этот ниже, этот голос более высокий, этот голос низкий.",то есть мы в каждый момент времени знаем про звук ещё и какое то такое распределение частот и связано это с тем что наше ухо на самом деле примерно также и воспринимает звук то есть мы не просто амплитуду понимаем что вот где то там громче где то тише а наше ухо ещё понимает что вот этот звук выше этот ниже этот голос более высокий этот голос низкий,False,0.0441,0.0086,0.0291,0.7988,0.0
whisper-medium_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00014.wav,test_00014.wav,11.872,medium,максимально ухудшить идеальную систему вводя туда какие то элементы или условия чтобы итоговая результат должен быть такой мы должны в 22 раза замедлить нашу разработку,максимально ухудшить идеальную систему вводя туда какие то элементы или условия чтобы итоговая результат должен быть такой мы должны в 22 раза замедлить нашу разработку,"максимально ухудшить идеальную систему, вводя туда какие-то элементы или условия, чтобы итоговое результат должен быть такой. Мы должны в 22 раза замедлить нашу разработку.",максимально ухудшить идеальную систему вводя туда какие то элементы или условия чтобы итоговое результат должен быть такой мы должны в 22 раза замедлить нашу разработку,False,0.04,0.0119,0.0354,0.4207,0.0
whisper-medium_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00015.wav,test_00015.wav,27.495,long,про то как сейчас принято делать как раз таки в распределённых больших системах ну то есть мне нужно там логи посмотреть собрать их в кучу как это сейчас работает мы собираем логи с разных сервисов или мы с разных сервисов логи все сваливаем в одну кучу и смотрим там о это всё по разному работает минутка рекламы у нас даже есть отдельный продукт для логов под названием вектор который помогает тебе настроить целый пайплайн обработки своих логов,про то как сейчас принято делать как раз таки в распределённых больших системах ну то есть мне нужно там логи посмотреть собрать их в кучу как это сейчас работает мы собираем логи с разных сервисов или мы с разных сервисов логи все сваливаем в одну кучу и смотрим там о это всё по разному работает минутка рекламы у нас даже есть отдельный продукт для логов под названием вектор который помогает тебе настроить целый пайплайн обработки своих логов,"про то, как сейчас принято делать как раз-таки в распределенных каких-то больших системах. Ну, то есть мне нужно там логи посмотреть, собрать их в кучу. Как это сейчас работает? Мы собираем логи с разных сервисов или мы с разных сервисов логи все сваливаем в одну кучу и смотрим там? Ой, это все по-разному работает. Минутка рекламы у нас даже есть отдельный продукт для логов под названием Vector, который помогает тебе настроить целый pipeline обработки своих логов.",про то как сейчас принято делать как раз таки в распределенных каких то больших системах ну то есть мне нужно там логи посмотреть собрать их в кучу как это сейчас работает мы собираем логи с разных сервисов или мы с разных сервисов логи все сваливаем в одну кучу и смотрим там ой это все по разному работает минутка рекламы у нас даже есть отдельный продукт для логов под названием vector который помогает тебе настроить целый pipeline обработки своих логов,False,0.0909,0.0582,0.0358,0.9856,0.0
whisper-medium_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00016.wav,test_00016.wav,21.398,long,вот пришёл запрос мы для него нашли пул кандидатов треков кандидатов и на самом деле из этого пула кандидатов правильный ответ если он даже есть там один или там несколько если там есть дубликаты этого трека в базе а всё остальное это вообще говоря другие треки но мы можем посчитать какая похожесть,вот пришёл запрос мы для него нашли пул кандидатов треков кандидатов и на самом деле из этого пула кандидатов правильный ответ если он даже есть там один или там несколько если там есть дубликаты этого трека в базе а всё остальное это вообще говоря другие треки но мы можем посчитать какая похожесть,вот пришел запрос мы для него нашли пул кандидатов треков кандидатов и на самом деле из этого пула кандидатов правильный ответ если он даже есть там один или там несколько если там есть дубликаты этого трека в базе а все остальное это вообще говорят другие треки но мы можем посчитать какая похожесть,вот пришел запрос мы для него нашли пул кандидатов треков кандидатов и на самом деле из этого пула кандидатов правильный ответ если он даже есть там один или там несколько если там есть дубликаты этого трека в базе а все остальное это вообще говорят другие треки но мы можем посчитать какая похожесть,False,0.0577,0.01,0.0289,0.6188,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00000.wav,test_00000.wav,27.423,long,и вот такая архитектура долгое время доминировала её пытались модифицировать в двухтысячных годах произошёл определённый прорыв в области обучения глубоких нейронных сетей с лёгкой руки джеффри хинтона и его ученика рустама салахутдинова и стали активно использовать вместо скрытых марковских моделей на акустико фонетическом уровне многослойные нейронные сети либо многослойные персептроны либо свёрточные нейронные сети,и вот такая архитектура долгое время доминировала её пытались модифицировать в двухтысячных годах произошёл определённый прорыв в области обучения глубоких нейронных сетей с лёгкой руки джеффри хинтона и его ученика рустама салахутдинова и стали активно использовать вместо скрытых марковских моделей на акустико фонетическом уровне многослойные нейронные сети либо многослойные персептроны либо свёрточные нейронные сети,"И вот такая архитектура долгое время доминировала. Её пытались модифицировать. В 2000-е годах произошёл определённый прорыв в области обучения глубоких нейронных сетей с лёгкой руки Джеффри Хинтона и его ученика Рустама Салахудинова. И стали активно использовать вместо скрытых марковских моделей на акустикофоническом уровне многослойные нейронные сети, либо многослойные персептроны, либо свёрточные нейронные сети.",и вот такая архитектура долгое время доминировала её пытались модифицировать в 2000 е годах произошёл определённый прорыв в области обучения глубоких нейронных сетей с лёгкой руки джеффри хинтона и его ученика рустама салахудинова и стали активно использовать вместо скрытых марковских моделей на акустикофоническом уровне многослойные нейронные сети либо многослойные персептроны либо свёрточные нейронные сети,False,0.0926,0.038,0.044,1.2075,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00001.wav,test_00001.wav,27.79,long,то в силу того что люди не способны особенно непрофессионалы в точности напевать мелодии соблюдая высоты тайминги между нотами а именно на это я думаю будет обращать внимание алгоритм пытаясь вот построить это преобразование то здесь мы неизбежно будем сталкиваться с тем что какой то диапазон различимых мелодий будет не очень большой,то в силу того что люди не способны особенно непрофессионалы в точности напевать мелодии соблюдая высоты тайминги между нотами а именно на это я думаю будет обращать внимание алгоритм пытаясь вот построить это преобразование то здесь мы неизбежно будем сталкиваться с тем что какой то диапазон различимых мелодий будет не очень большой,"то в силу того, что люди не способны, особенно не профессионалы, в точности напевать мелодии, соблюдая высоты и тайминги между нотами, а именно на это, я думаю, будет обращать внимание алгоритм, пытаясь построить это приобразование, то здесь мы неизбежно будем сталкиваться с тем, что какой-то диапазон различимых мелодий, он будет не очень большой.",то в силу того что люди не способны особенно не профессионалы в точности напевать мелодии соблюдая высоты и тайминги между нотами а именно на это я думаю будет обращать внимание алгоритм пытаясь построить это приобразование то здесь мы неизбежно будем сталкиваться с тем что какой то диапазон различимых мелодий он будет не очень большой,False,0.1154,0.0328,0.034,0.945,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00002.wav,test_00002.wav,13.748,medium,построить запросы как раз вот между многими хостами одновременно и по большому счёту на этом всё и останавливается то есть люди такие окей у нас логи в централизованном хранилище у нас данные где то в центральном месте,построить запросы как раз вот между многими хостами одновременно и по большому счёту на этом всё и останавливается то есть люди такие окей у нас логи в централизованном хранилище у нас данные где то в центральном месте,построить запросы как раз вот между многими хастами одновременно и по большому счету на этом все и останавливается то есть вы такие окей у нас логи централизованного хранилища у нас данные где-то в центральном месте,построить запросы как раз вот между многими хастами одновременно и по большому счету на этом все и останавливается то есть вы такие окей у нас логи централизованного хранилища у нас данные где то в центральном месте,False,0.1892,0.055,0.0448,0.6157,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00003.wav,test_00003.wav,16.402,long,то как бы но зачем здесь смотреть в логи прошлой версии системы там всё равно же всё не так работает это уже всё старьё надо новое смотреть вот я бы как раз тут не согласился мне скорее всего понадобятся логи предыдущего состояния системы если что то вдруг выкатили и оно стало работать не так как мы ожидали,то как бы но зачем здесь смотреть в логи прошлой версии системы там всё равно же всё не так работает это уже всё старьё надо новое смотреть вот я бы как раз тут не согласился мне скорее всего понадобятся логи предыдущего состояния системы если что то вдруг выкатили и оно стало работать не так как мы ожидали,"то как бы, ну зачем мне смотреть в логи прошлой версии системы, там все равно уже все не так работает, это уже все старье, надо новое смотреть. Вот я бы как раз тут не соглаштился, мне скорее всего понадобится логи предыдущего состояния системы, если что-то вдруг выкатили, и оно стало работать не так, как мы ожидали.",то как бы ну зачем мне смотреть в логи прошлой версии системы там все равно уже все не так работает это уже все старье надо новое смотреть вот я бы как раз тут не соглаштился мне скорее всего понадобится логи предыдущего состояния системы если что то вдруг выкатили и оно стало работать не так как мы ожидали,False,0.1579,0.0422,0.0491,0.8047,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00004.wav,test_00004.wav,24.602,long,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадёт с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один её аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы её разрабатываем,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадёт с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один её аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы её разрабатываем,"Мой любимый фокус Observability — мы понимаем, когда системе станет плохо. Грубо говоря, в два часа ночи ваша система упадет с отказом по памяти. Будьте готовы к этому, пожалуйста. Вот это и есть Observability — это один ее аспект. А второй аспект, который для меня на самом деле самый важный. Обычно мы не знаем, что нам нужно знать о системе в тот момент, когда мы ее разрабатываем.",мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один ее аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,False,0.0462,0.0082,0.0394,0.9688,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00005.wav,test_00005.wav,9.404,medium,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя частота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,"И между ними может быть какое-то количество дискретных столбиков, где каждый столбик — это своя чистота. Это если совсем упрощать. Ну ты что-то типа эквалайзера рассказал? Да-да-да, по сути обычный эквалайзер.",и между ними может быть какое то количество дискретных столбиков где каждый столбик это своя чистота это если совсем упрощать ну ты что то типа эквалайзера рассказал да да да по сути обычный эквалайзер,False,0.0294,0.005,0.0649,0.6104,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00006.wav,test_00006.wav,20.132,long,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,ну и ещё вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,"Ну и еще вопрос такой важный – лицензирование. OpenSTT недоступен для построения коммерческих моделей, только академических. А у Голоса, с Бердевайсом Голос, там нет никаких ограничений. Фактически это лицензия близкая к Creative Commons. Share a like – лицензии в любом немшем формулируются. Это хорошо.",ну и еще вопрос такой важный лицензирование openstt недоступен для построения коммерческих моделей только академических а у голоса с бердевайсом голос там нет никаких ограничений фактически это лицензия близкая к creative commons share a like лицензии в любом немшем формулируются это хорошо,False,0.3,0.1338,0.0418,0.8422,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00007.wav,test_00007.wav,16.534,long,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича неможко пылится на полке ну чуть позже её там юзер получит ну всё так,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича неможко пылится на полке ну чуть позже её там юзер получит ну всё так,"Да, это отсутствие долгоживущей бранчей. Другими словами отсутствие какого-то кода. Но код сам по себе, даже если он не проинтегрирован, это ведь не такая уж и проблема, казалось бы. Ну да, фича немножко пылится на полке, но чуть позже ее там юзер получит. Вот все так.",да это отсутствие долгоживущей бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да фича немножко пылится на полке но чуть позже ее там юзер получит вот все так,False,0.1633,0.05,0.0475,0.7848,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00008.wav,test_00008.wav,8.121,medium,и поэтому использовать их в повседневности не получается мы вынуждены поступать зачастую интуитивно,и поэтому использовать их в повседневности не получается мы вынуждены поступать зачастую интуитивно,И поэтому использовать их в повседневности не получается. Мы вынуждены поступать зачастую интуитивно.,и поэтому использовать их в повседневности не получается мы вынуждены поступать зачастую интуитивно,True,0.0,0.0,0.0408,0.3312,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00009.wav,test_00009.wav,26.906,long,краеугольным камнем любых алгоритмов машинного обучения является прежде всего обобщающая способность когда мы обучаем некоторую модель у нас есть обучающая выборка у нас есть функция ошибки и наша задача сводится в общем то к оптимизационной задаче мы минимизируем функцию ошибки по параметрам нашей модели на обучающей выборке но на самом деле хотим то мы не этого мы не обучающую ошибку хотим минимизировать,краеугольным камнем любых алгоритмов машинного обучения является прежде всего обобщающая способность когда мы обучаем некоторую модель у нас есть обучающая выборка у нас есть функция ошибки и наша задача сводится в общем то к оптимизационной задаче мы минимизируем функцию ошибки по параметрам нашей модели на обучающей выборке но на самом деле хотим то мы не этого мы не обучающую ошибку хотим минимизировать,"Краеугольным камнем у любых алгоритмов машинного обучения является, прежде всего, обобщающая способность. Когда мы обучаем некоторую модель, у нас есть обучающая выборка, у нас есть функция ошибки, и наша задача сводится в общем-то к оптимизационной задаче. Мы минимизируем функцию ошибки по параметрам нашей модели на обучающей выборке. Но на самом деле хотим-то мы не этого. Мы не обучающую ошибку хотим минимизировать.",краеугольным камнем у любых алгоритмов машинного обучения является прежде всего обобщающая способность когда мы обучаем некоторую модель у нас есть обучающая выборка у нас есть функция ошибки и наша задача сводится в общем то к оптимизационной задаче мы минимизируем функцию ошибки по параметрам нашей модели на обучающей выборке но на самом деле хотим то мы не этого мы не обучающую ошибку хотим минимизировать,False,0.0161,0.0049,0.0398,1.0716,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00010.wav,test_00010.wav,16.159,long,и мне кажется абсолютно все замечали что детские крики раздражают там и ты на них обращаешь внимание намного сильнее чем какие то низкие частоты здесь кажется то что ну наверное из этого следует что высокие частоты мы слышим там и распознаём лучше чем например низкие,и мне кажется абсолютно все замечали что детские крики раздражают там и ты на них обращаешь внимание намного сильнее чем какие то низкие частоты здесь кажется то что ну наверное из этого следует что высокие частоты мы слышим там и распознаём лучше чем например низкие,"И, мне кажется, абсолютно все замечали, что детские крики раздражают, и ты на них обращаешь внимание намного сильнее, чем какие-то низкие частоты. Здесь кажется, что, наверное, из этого следует, что высокие частоты мы слышим и распознаём лучше, чем, например, низкие.",и мне кажется абсолютно все замечали что детские крики раздражают и ты на них обращаешь внимание намного сильнее чем какие то низкие частоты здесь кажется что наверное из этого следует что высокие частоты мы слышим и распознаём лучше чем например низкие,False,0.0889,0.0524,0.0416,0.6728,0.0
whisper-medium-int8_beam5,C:\Users\dex\Desktop\repos\tts\data\processed\test\test_00011.wav,test_00011.wav,21.948,long,практически не знаю насколько булшитно это прозвучит скорее бизнесово ориентированный пайплайн который сырые технические данные превращает в информацию для принятия решений каких то там оперативных здесь и сейчас возможно или там в будушем да технический бизнесовый инструмент который позволяет тебе управлять своей системой и позволяет тебе понимать а что же происходит внутри неё,практически не знаю насколько булшитно это прозвучит скорее бизнесово ориентированный пайплайн который сырые технические данные превращает в информацию для принятия решений каких то там оперативных здесь и сейчас возможно или там в будушем да технический бизнесовый инструмент который позволяет тебе управлять своей системой и позволяет тебе понимать а что же происходит внутри неё,"Практически, не знаю насколько это булшитно прозвучит, скорее бизнесовый ориентированный пайплайн, который сырые технические данные превращает в информацию для принятия решений каких-то там оперативных здесь и сейчас, возможно, или там в будущем. Да, технический бизнесовый инструмент, который позволяет тебе управлять своей системой и позволяет тебе понимать, а что же происходит внутри нее.",практически не знаю насколько это булшитно прозвучит скорее бизнесовый ориентированный пайплайн который сырые технические данные превращает в информацию для принятия решений каких то там оперативных здесь и сейчас возможно или там в будущем да технический бизнесовый инструмент который позволяет тебе управлять своей системой и позволяет тебе понимать а что же происходит внутри нее,False,0.0943,0.0315,0.0409,0.898,0.0
