model_name,audio_filename,reference_original,hypothesis_original,hypothesis_fixed,wer_before,wer_after
gigaam_rnnt,test_00050.wav,построить запросы как раз вот между многими хостами одновременно и по большому счету на этом все и останавливается то есть люди такие окей у нас логи в централизованном хранилище у нас данные где то в центральном месте,построить запросы как раз вот между многими хостами одновременно и по большому счету на этом все и останавливается то есть люди такие окей у нас логи в централизованном хранилище у нас данные где то в центральном месте,построить запросы как раз вот между многими хостами одновременно и по большому счету на этом все и останавливается то есть люди такие окей у нас логи в централизованном хранилище у нас данные где-то в центральном месте,0.0,0.0
gigaam_rnnt,test_00051.wav,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича неможко пылится на полке ну чуть позже ее там юзер получит ну все так,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича немножко пылится на полке но чуть позже ее там юзер получит это все так,"да это отсутствие долгоживущих бранчей другими словами отсутствие какого-то кода, но код сам по себе, даже если он не проинтегрирован, это ведь не такая уж и проблема, казалось бы. Ну да, ну фича немножко пылится на полке, но чуть позже ее там юзер получит. Это все так.",0.0612,0.102
gigaam_rnnt,test_00052.wav,то есть мы в каждый момент времени знаем про звук еще какое то такое распределение частот и связано это с тем что наше ухо на самом деле примерно так же и воспринимает звук то есть мы не просто амплитуду понимаем что вот где то там громче где то тише а наше ухо еще понимает что вот этот звук выше этот ниже этот голос более высокий этот голос низкий,то есть мы в каждый момент времени знаем про звук еще и какое то такое распределение частот и связано это с тем что наше ухо на самом деле примерно также и воспринимает звук то есть мы то есть мы не просто амплитуду понимаем что вот где то там громче где то тише а наше ухо еще понимает что вот этот звук выше этот ниже этот голос более высокий этот голос низкий,"то есть мы в каждый момент времени знаем про звук еще и какое-то такое распределение частот, и связано это с тем, что наше ухо на самом деле примерно также и воспринимает звук, то есть мы то есть мы не просто амплитуду понимаем, что вот где-то там громче, где-то тише, а наше ухо еще понимает, что вот этот звук выше, этот ниже, этот голос более высокий, этот голос низкий.",0.0882,0.0882
gigaam_rnnt,test_00053.wav,краеугольным камнем любых алгоритмов машинного обучения является прежде всего обобщающая способность когда мы обучаем некоторую модель у нас есть обучающая выборка у нас есть функция ошибки и наша задача сводится в общем то к оптимизационной задаче мы минимизируем функцию ошибки по параметрам нашей модели на обучающей выборке но на самом деле хотим то мы не этого мы не обучающую ошибку хотим минимизировать,краеугольным камнем любых алгоритмов машинного обучения является прежде всего обобщающая способность когда мы обучаем некоторую модель у нас есть обучающая выборка у нас есть функция ошибки и наша задача сводится в общем то к оптимизационной задаче мы минимизируем функцию ошибки по параметрам нашей модели на обучающей выборке но на самом деле хотим то мы не этого мы не обучающую ошибку хотим минимизировать,"краеугольным камнем любых алгоритмов машинного обучения является прежде всего обобщающая способность. Когда мы обучаем некоторую модель, у нас есть обучающая выборка, у нас есть функция ошибки, и наша задача сводится в общем то к оптимизационной задаче: мы минимизируем функцию ошибки по параметрам нашей модели на обучающей выборке. Но на самом деле то, что мы не хотим, это минимизировать обучающую ошибку.",0.0,0.1129
gigaam_rnnt,test_00054.wav,ничего страшного не произойдет я так понимаю мы наверное скорее всего один только совет дадим ставим opcode и в общем смотрим что opcode указал серым удаляем это все,ничего страшного не произойдет я так понимаю мы наверное скорее всего один только совет дадим ставим обкод и в общем смотрим что обкод указал серым удаляем это все,"Ничего страшного не произойдет, я так понимаю, мы, наверное, скорее всего, один только совет дадим, ставим обкод и, в общем, смотрим, что обкод указал, серым удаляем это все.",0.0714,0.0714
gigaam_rnnt,test_00055.wav,если твоя ситуация зашла в проблемную область или в тупик это автоматически означает что твоих интеллектуальных усилий недостаточно для того чтобы она туда не зашла сейчас попытаюсь другую аналогию привести есть такая фраза в программировании отладка программы требует в два раза или в три раза больше интеллектуальных усилий чем написание кода поэтому если код ты написал на максимуме своих интеллектуальных возможностей отладить эту программу ты уже не сможешь,если твоя ситуация зашла в проблемную область или в тупик это автоматически означает что твоих интеллектуальных усилий недостаточно для того чтобы она туда не зашла сейчас попытаюсь другую аналогию привести есть такая есть такая фраза в программировании отладка программы требует в два раза или в три раза больше интеллектуальных усилий чем написание кода поэтому если код ты написал на максимуме своих интеллектуальных возможностей отладить эту программу ты уже не сможешь,"если твоя ситуация зашла в проблемную область или в тупик, это автоматически означает, что твоих интеллектуальных усилий недостаточно для того, чтобы она туда не зашла. Сейчас попытаюсь другую аналогию привести. Есть такая фраза в программировании: отладка программы требует в два раза или в три раза больше интеллектуальных усилий, чем написание кода. Поэтому, если код ты написал на максимуме своих интеллектуальных возможностей, отладить эту программу ты уже не сможешь.",0.0294,0.0
gigaam_rnnt,test_00056.wav,но этому было посвящено первые 10 минут поэтому я сразу подумал а что будет еще 50 и идея всего доклада что человек или спикер рассказывает про разные кейсы какой паттерн можно было бы юзать для каждого и почему нет то есть там будет целая табличка с тем какие профиты и какие минусы для каждого кейса я помню был прекрасный доклад на медиуме для ну не то что новичков а даже для средних разработчиков где человек быстро прошелся по всем архитектурам,но этому было посвящено первых десять минут поэтому я сразу подумал а что будет еще пятьдесят и идея всего доклада что человек или спикер рассказывает про разные кейсы какой патер можно было бы юзать для каждого и почему нет нет то есть там будет целые таблички с тем что какие профиты какие минусы для каждого кейса я помню был прекрасный доклад на медиуме для ну не то что новичков даже для средних разработчиков где человек просто быстро прошелся по всем архитектурам,"Но этому было посвящено первых десять минут, поэтому я сразу подумал: а что будет еще пятьдесят? И идея всего доклада: что человек или спикер рассказывает про разные кейсы, какой паттерн можно было бы юзать для каждого и почему нет, то есть там будут целые таблички с тем, что какие профиты, какие минусы для каждого кейса. Я помню был прекрасный доклад на Medium, для ну не то что новичков, даже для средних разработчиков, где человек просто быстро прошелся по всем архитектурам.",0.1375,0.1375
gigaam_rnnt,test_00057.wav,смотри во первых мы когда отбирали датасет для обучения мы валидировали что вот здесь скорее всего плохое совпадение это надо выкинуть и брали то где мы были уверены что совпадение есть,смотри во первых мы когда отбирали детесет для обучения мы вылидировали что вот здесь скорее всего плохое совпадение это надо выкинуть и брали то где мы были уверены что совпадение есть,"Смотри, во-первых, мы когда отбирали датасет для обучения, выделили, что вот здесь скорее всего плохое совпадение, это надо выкинуть, и брали то, где мы были уверены, что совпадение есть.",0.0645,0.0645
gigaam_rnnt,test_00058.wav,но егор конечно прав что при обучении студентов нехватка проблем в их жизни которые бы нужно было решать с помощью языков программирования она безусловно сказывается это всегда так это вот когда например какие нибудь haskell евские монады начинают объяснять javascript ерам а там на хабре миллион статей на эту тему мы на самом деле сталкиваемся ровно с тем же,но егор конечно прав что при обучении студентов нехватка проблем в их жизни которые бы нужно было решать с помощью языков программирования она безусловно сказывается это всегда так это вот когда например какие нибудь хаскелевские монады начинают объяснять джавоскриптерам а там на хабре миллион статей на эту тему мы мы на самом деле сталкиваемся ровно с тем же,"но Егор конечно прав, что при обучении студентов нехватка проблем в их жизни, которые бы нужно было решать с помощью языков программирования, она безусловно сказывается. Это всегда так. Это вот, когда, например, какие-нибудь хаскелевские монады начинают объяснять джавоскриптерам, а там на Хабре миллион статей на эту тему. Мы мы на самом деле сталкиваемся ровно с тем же.",0.0847,0.0847
gigaam_rnnt,test_00059.wav,они были очень продвинутые в плане управленческих компетенций там были лучшие из лучших мировые менеджеры у них были все возможные метрики и все возможные ресурсы вычислительные и прочие для того чтобы строить свою стратегию на этих метриках и все эти компании просрали все полимеры,они были очень продвинутые в плане управленческих компетенций там были лучшие из лучших мировые менеджеры у них были все возможные метрики и всевозможные ресурсы вычислительные и прочее для того чтобы строить свою стратегию на этих метриках и все эти компании просрали все полимеры,"Они были очень продвинутые в плане управленческих компетенций. Там были лучшие из лучших мировые менеджеры. У них были все возможные метрики и всевозможные ресурсы, вычислительные и прочее, для того чтобы строить свою стратегию на этих метриках. И все эти компании просрали все полимеры.",0.0682,0.0682
gigaam_rnnt,test_00060.wav,человек недавно ставший тимлидом и который сказал знаешь заходит в чатик и говорит ребята меня вчера сделали тимлидом с чего мне начать и ему там дают ссылку что в первые девяносто дней ты должен и дальше там по порядку one on one performance review там пятое десятое очень легко натащить этого всего,человек недавно ставший тим лидом и который сказал знаешь заходит в чат и говорит ребята меня вчера сделали тим лидом с чего мне начать ему там дают ссылку что в первые девяносто дней ты должен и дальше там по порядку ван он ван триста шестьдесят перфоманс ревью там пятое десятое очень легко натащить этого всего,"человек недавно ставший тимлидом и который сказал, знаешь, заходит в чат и говорит: ребята, меня вчера сделали тимлидом. С чего мне начать? Ему там дают ссылку, что в первые девяносто дней ты должен, и дальше там по порядку: ван он, ван триста шестьдесят перфоманс ревью, там пятое, десятое, очень легко натащить всего этого.",0.25,0.2115
gigaam_rnnt,test_00061.wav,и бывает такое что вот здесь могут путаться просто потому что картины вот этих вот пиков найденных особенно если вот говорить про старые алгоритмы они могут быть очень похожи такое может быть,и бывает же такое что вот здесь могут путаться просто потому что картины вот этих вот пиков найденных особенно если говорить про старые алгоритмы они могут быть очень похожи такое может быть,"И бывает же такое, что вот здесь могут путаться просто потому, что картины вот этих вот пиков, найденных, особенно если говорить про старые алгоритмы, они могут быть очень похожи. Такое может быть.",0.0625,0.0625
gigaam_rnnt,test_00062.wav,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича неможко пылится на полке ну чуть позже ее там юзер получит ну все так,да это отсутствие долго живущих бранчей другими словами отсутствие какого то кода но код сам по себе даже если он не проинтегрирован это ведь не такая уж и проблема казалось бы ну да ну фича немножко пылится на полке но чуть позже ее там юзер получит это все так,"да это отсутствие долгоживущих бранчей другими словами отсутствие какого-то кода, но код сам по себе, даже если он не проинтегрирован, это ведь не такая уж и проблема, казалось бы. Ну да, ну фича немножко пылится на полке, но чуть позже ее там юзер получит. Это все так.",0.0612,0.102
gigaam_rnnt,test_00063.wav,каждый должен подстраивать под себя кстати вот про разминку мне кажется это хороший поинт ну то есть мы там до этого обсуждали историю про травмы и так далее мне кажется то что в принципе история про сделать какую то разминку разогреть мышцы это фактор который позволит те же самые мышцы травмировать в конечном счете,каждый должен подстраивать под себя кстати вот про разминку мне кажется это хороший пойнт ну то есть мы там до этого обсуждали историю про травмы и так далее мне кажется то что в принципе история про сделать какую то разминку разогреть мышцы это фактор который позволит меньше те же самые мышцы травмировать в конечном счете,"каждый должен подстраивать под себя, кстати. Вот про разминку мне кажется это хороший пойнт, ну то есть мы там до этого обсуждали историю про травмы и так далее. Мне кажется, то что в принципе история про сделать какую-то разминку, разогреть мышцы, это фактор, который позволит меньше те же самые мышцы травмировать в конечном счете.",0.037,0.037
gigaam_rnnt,test_00064.wav,про то как сейчас принято делать как раз таки в распределенных больших системах ну то есть мне нужно там логи посмотреть собрать их в кучу как это сейчас работает мы собираем логи с разных сервисов или мы с разных сервисов логи все сваливаем в одну кучу и смотрим там о это все по разному работает минутка рекламы у нас даже есть отдельный продукт для логов под названием вектор который помогает тебе настроить целый пайплайн обработки своих логов,про то как сейчас принято делать как раз таки в распределенных каких то больших системах ну то есть мне нужно там логи посмотреть собрать их в кучу как это сейчас работает мы собираем логи с разных сервисов или мы с разных сервисов логи все сво все сваливаем в одну кучу и смотрим там ой это все по разному работает минутка рекламы у нас даже есть отдельный продукт для логов под названием вектор который помогает тебе настроить целый пайплайн обработки своих логов,"про то как сейчас принято делать как раз таки в распределенных каких-то больших системах ну то есть мне нужно там логи посмотреть собрать их в кучу как это сейчас работает мы собираем логи с разных сервисов или мы с разных сервисов логи все сводим в одну кучу и смотрим там ой это все по-разному работает минутка рекламы у нас даже есть отдельный продукт для логов под названием Вектор, который помогает тебе настроить целый пайплайн обработки своих логов.",0.0649,0.0519
nemo_conformer-ctc-large,test_00000.wav,не я делал карты потом я ушел делать яндекс поиск потом этот яндекс поиск стал яндекс браузером там я руководил группой,а не я делал карты потом я ушел делать яндекс поиск потом этот яндекс поиск стал яндекс браузером там я рукодил группы,"а не я делал карты потом я ушел делать Яндекс Поиск, потом этот Яндекс Поиск стал Яндекс Браузером, там я руководил группой",0.1429,0.0476
nemo_conformer-ctc-large,test_00001.wav,егор мне перед выпуском уже показывал в гости мы сегодня позвали даню пилина создателя онлайн школы по шахматам skyeng product owner а и сейчас развивает стартап по лидогенерации,егор мне передвыпуском уже показывал в гости мы сегодня позвали даню пили на создател онлайн школу по шахматам скайянг продектовнера и сейчас развивает стартап по литогенерации,"Егор мне перед выпуском уже показывал, в гости мы сегодня позвали Даню, пили на создателя онлайн-школы по шахматам, SkyYang Projects, и сейчас развивает стартап по литогенерации.",0.3929,0.25
nemo_conformer-ctc-large,test_00002.wav,это очень хороший вопрос вот ну вы правы потому что 500 часов на разборах падений вот я достаточно долгое время работал в aws aws очень хорошая практика именно того как мы смотрим на операции различные системы что мы делаем когда они падают что мы делаем когда они не падают что мы делаем чтобы они не падали вот идеально вообще очень хорошо когда они не падают и сейчас я занимаюсь как раз application performance мониторингом в компании datadog то есть,то очень хороший вопрос вот но вы права потому что пятьсот часов на разборах падений вот я достаточно долгое время работал вей дб с в дбс очень хорошая практика именно того как мы смотрим на операции различных систем и что мы делаем когда о не падают что мы делаем когда они не падают что мы делаем чтобы они не падали вот идеально вообще очень хорошо когда они не падают и сейчас я занимаюсь как раз опрекичны перфома с мониторингом в компании дейтад дог то есть,"то очень хороший вопрос, вот но вы правы, потому что пятьсот часов на разборах падений. Вот я достаточно долгое время работал в DB с, в DBS — очень хорошая практика, именно того, как мы смотрим на операции различных систем и что мы делаем, когда они падают, что мы делаем, когда они не падают, что мы делаем, чтобы они не падали. Вот идеально, вообще очень хорошо, когда они не падают, и сейчас я занимаюсь, как раз, observability performance мониторингом в компании DataDog, то есть.",0.2405,0.1392
nemo_conformer-ctc-large,test_00003.wav,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один ее аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,мой любимый фокус обзеробете мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть обзеробирити это один ее аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,"мой любимый фокус observability мы понимаем, когда системе станет плохо, грубо говоря, в два часа ночи ваша система упадет с отказом по памяти, будьте готовы к этому, пожалуйста. Вот это и есть observability, это один ее аспект, а второй аспект, который для меня на самом деле самый важный, обычно мы не знаем, что нам нужно знать о системе в тот момент, когда мы ее разрабатываем.",0.0308,0.0
nemo_conformer-ctc-large,test_00004.wav,потому что по айдишнику клиента уже можно было как то вот эту пачку транзакций связать из разных микросервисов,потому что пойдишнику клиенту уже можно было как то вот эту пачку транзакции связать из за разных микросервисов,потому что подсидишнику клиенту уже можно было как-то вот эту пачку транзакций связать из-за разных микросервисов,0.2778,0.2222
nemo_conformer-ctc-large,test_00005.wav,ну и еще вопрос такой важный лицензирования openstt недоступен для построения коммерческих моделей только академических а у голоса sberdevices golos там нету никаких ограничений фактически это лицензия близкая к creative commons share alike лицензии как это формулируется и это хорошо,ну и еще вопрос такой важный лиснизирование опнстт недоступен для построения коммерческих моделей только академических у голоса с бредавайса с голос там нет никаких ограничений фактически это лицензия близкая к креатив комос шей лайк лицензии и у менго сформулируется это хорошо,"ну и еще вопрос такой важный: лицензирование опенсорс недоступно для построения коммерческих моделей, только академических. У голоса с бредавайса с голос там нет никаких ограничений, фактически это лицензия, близкая к креатив комонс, шейк лайк лицензии, и у менго сформулируется это хорошо.",0.4,0.425
nemo_conformer-ctc-large,test_00006.wav,мой любимый фокус observability мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть observability это один ее аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,мой любимый фокус обзеробете мы понимаем когда системе станет плохо грубо говоря в два часа ночи ваша система упадет с отказом по памяти будьте готовы к этому пожалуйста вот это и есть обзеробирити это один ее аспект а второй аспект который для меня на самом деле самый важный обычно мы не знаем что нам нужно знать о системе в тот момент когда мы ее разрабатываем,"мой любимый фокус observability мы понимаем, когда системе станет плохо, грубо говоря, в два часа ночи ваша система упадет с отказом по памяти, будьте готовы к этому, пожалуйста. Вот это и есть observability, это один ее аспект, а второй аспект, который для меня на самом деле самый важный, обычно мы не знаем, что нам нужно знать о системе в тот момент, когда мы ее разрабатываем.",0.0308,0.0
nemo_conformer-ctc-large,test_00007.wav,вот это первый сигнал его некомпетентности самый правильный способ если у вас там что либо заболело вообще что либо это провести диагностику и попробовать вылечить через упражнения,вот это первый сигнал его не компетентности самый правильный способ есть у вас там что либо заболел вообще что либо это провести диагностику и попробовать вылечить через упражнения,"Вот это первый сигнал его некомпетентности. Самый правильный способ — есть у вас там что-либо заболело? Вообще, что-либо? Это провести диагностику и попробовать вылечить через упражнения.",0.1481,0.037
nemo_conformer-ctc-large,test_00008.wav,и вот изначально наша система координат была такова что вот эти клеточки они одинакового размера но потом выяснилось что на самом деле мы расстояние воспринимаем так что чем дальше они от нас эти горы тем расстояние на одну клеточку меньше для нас важно чем вблизи,и вот изначально наша система координат была такова что вот эти клеточки они одинакового размера но потом выяснилось что на самом деле мы расстояние воспринимаем так что чем дальше они от нас эти горы тем расстояние на одну клеточку меньше для нас важно чем вблизи,"и вот изначально наша система координат была такова, что вот эти клеточки они одинакового размера, но потом выяснилось, что на самом деле мы расстояние воспринимаем так, что чем дальше они от нас, эти горы, тем расстояние на одну клеточку меньше для нас важно, чем вблизи.",0.0,0.0
nemo_conformer-ctc-large,test_00009.wav,они просто про разработку и про то как он решает задачи в основном там ruby python чуть чуть shell а однако те подходы которые он использует можно перевести и на свою повседневную жизнь и также на destroyallsoft com есть раздел с выступлениями гарри там есть очень полезный доклад который я всем рекомендую он называется boundaries,они просто про разработку и про то как он решает задачу в основном там руби итон чуть чуть вшела однако те подходы которые используют можно перевести и на свою повседневную жизнь и также на пестройку усофт твою точка ком есть раздел с выступлениями гарри там есть очень полезный доклад который я всем рекомендую называется баудерис,"они просто про разработку и про то, как он решает задачу, в основном там руби итон, чуть-чуть. Однако те подходы, которые используют, можно перевести и на свою повседневную жизнь, и также на проектировку. Усофт, твою точка ком, есть раздел с выступлениями Гарри. Там есть очень полезный доклад, который я всем рекомендую. Он называется «Баудерис».",0.2545,0.2364
nemo_conformer-ctc-large,test_00010.wav,и ты такой а тебе приходится делать какие то телодвижения руками потом если у тебя этой связки нет чтобы вытащить информацию,и ты такой а тебе приходится делать какие то телодвижения руками потом если у тебя это связки нет чтобы вытащить информацию,"И ты такой, а тебе приходится делать какие-то телодвижения руками потом, если у тебя нет связок, чтобы вытащить информацию.",0.0476,0.1429
nemo_conformer-ctc-large,test_00011.wav,и мне кажется абсолютно все замечали что детские крики раздражают там и ты на них обращаешь внимание намного сильнее чем какие то низкие частоты здесь кажется то что ну наверное из этого следует что высокие частоты мы слышим там и распознаем лучше чем например низкие,и мне кажется абсолютно все замечали что детские крики раздражают там и ты на них обращаешь внимания намного сильнее чем какие то низкие частоты здесь кажется то что ну наверное из за этого следует что высокие частоты мы слышим там и распознаем лучше чем например низкие,"И мне кажется абсолютно все замечали, что детские крики раздражают, там и ты на них обращаешь внимание намного сильнее, чем какие-то низкие частоты. Здесь кажется, что, ну, наверное, из-за этого следует, что высокие частоты мы слышим там и распознаем лучше, чем, например, низкие.",0.0444,0.0444
nemo_conformer-ctc-large,test_00012.wav,хардкорный доклад самый человек занимается криптографией на swift е поэтому там можно ожидать многих интересных фичей технических деталей но по прежнему из за того что два дня и три треда всегда можно будет найти что посмотреть на том же русском языке если у нас будут такие гости,харкорный заклад сам человек занимается криптографией на свифте поэтому там можно ожидать многих интересныхтей технических деталей но по прежнему из за того что два дня и три треда всегда можно будет найти и чтоы посмотреть на том же русском языке если у нас будут такие гости,"хардкорный заклад. Сам человек занимается криптографией на Swift, поэтому там можно ожидать многих интересных технических деталей. Но по прежнему из-за того, что два дня и три треда, всегда можно будет найти и что-то посмотреть на том же русском языке, если у нас будут такие гости.",0.1915,0.1277
